age,brand,kmdriven,fuelType,bodyType,seatCap,transmission,owners,price,TYPE
9.0,3.0,100000.0,2.0,5.0,5.0,0.0,6.0,450000.0,0.0
11.0,3.0,56000.0,1.0,0.0,5.0,0.0,3.0,260000.0,0.0
12.0,17.0,83000.0,2.0,0.0,5.0,0.0,9.0,190000.0,0.0
23.0,2.0,79000.0,1.0,0.0,4.0,0.0,14.0,60000.0,0.0
9.0,2.0,60500.0,1.0,0.0,5.0,7.0,8.0,375000.0,0.0
13.0,2.0,35000.0,1.0,0.0,5.0,0.0,8.0,160000.0,0.0
12.0,4.0,81000.0,2.0,5.0,5.0,0.0,6.0,500000.0,0.0
8.0,3.0,76000.0,1.0,1.0,5.0,0.0,3.0,451000.0,0.0
8.0,2.0,150000.0,2.0,5.0,5.0,0.0,5.0,490000.0,0.0
18.0,19.0,300000.0,2.0,5.0,7.0,0.0,3.0,350000.0,0.0
5.0,7.0,75000.0,1.0,0.0,5.0,0.0,6.0,450000.0,0.0
8.0,3.0,58399.0,1.0,0.0,5.0,0.0,3.0,480454.0,0.0
9.0,3.0,70397.0,1.0,0.0,5.0,0.0,6.0,360000.0,0.0
9.0,4.0,100000.0,1.0,0.0,5.0,0.0,13.0,150000.0,0.0
6.0,2.0,160000.0,1.0,0.0,5.0,0.0,5.0,500000.0,0.0
14.0,19.0,99000.0,2.0,5.0,9.0,0.0,5.0,285000.0,0.0
9.0,8.0,70000.0,1.0,2.0,5.0,0.0,8.0,350000.0,0.0
5.0,8.0,100000.0,3.0,2.0,5.0,0.0,5.0,350000.0,0.0
6.0,8.0,150000.0,1.0,0.0,5.0,0.0,5.0,500000.0,0.0
21.0,8.0,80000.0,3.0,0.0,5.0,0.0,5.0,40000.0,0.0
9.0,4.0,61000.0,1.0,0.0,5.0,0.0,6.0,199000.0,0.0
14.0,7.0,120000.0,2.0,2.0,5.0,0.0,5.0,150000.0,0.0
13.0,8.0,50000.0,1.0,0.0,5.0,0.0,5.0,125000.0,0.0
14.0,9.0,80000.0,2.0,2.0,5.0,0.0,11.0,200000.0,0.0
7.0,8.0,83000.0,2.0,2.0,5.0,0.0,5.0,390000.0,0.0
11.0,8.0,100000.0,2.0,0.0,5.0,0.0,11.0,400000.0,0.0
12.0,19.0,107206.0,2.0,5.0,7.0,0.0,6.0,200000.0,0.0
13.0,3.0,97000.0,2.0,0.0,5.0,0.0,9.0,220000.0,0.0
8.0,19.0,100000.0,2.0,5.0,7.0,0.0,8.0,420000.0,0.0
14.0,7.0,48000.0,1.0,0.0,4.0,0.0,5.0,120000.0,0.0
9.0,4.0,57000.0,1.0,0.0,5.0,0.0,13.0,150000.0,0.0
10.0,3.0,200000.0,1.0,0.0,5.0,0.0,3.0,350000.0,0.0
7.0,10.0,100000.0,2.0,2.0,5.0,0.0,5.0,450000.0,0.0
11.0,2.0,160000.0,2.0,8.0,7.0,0.0,5.0,400000.0,0.0
4.0,4.0,100000.0,1.0,7.0,7.0,0.0,6.0,420000.0,0.0
7.0,1.0,50000.0,1.0,0.0,5.0,0.0,8.0,180000.0,0.0
13.0,2.0,57000.0,1.0,0.0,5.0,0.0,5.0,385000.0,0.0
11.0,2.0,78352.0,2.0,0.0,5.0,0.0,8.0,410000.0,0.0
14.0,2.0,80000.0,1.0,0.0,5.0,0.0,11.0,110000.0,0.0
13.0,9.0,79000.0,2.0,2.0,5.0,0.0,6.0,325000.0,0.0
10.0,13.0,55000.0,1.0,5.0,7.0,0.0,6.0,450000.0,0.0
11.0,8.0,60000.0,2.0,0.0,5.0,0.0,9.0,250000.0,0.0
15.0,3.0,22500.0,1.0,9.0,5.0,0.0,3.0,145000.0,0.0
7.0,3.0,70000.0,3.0,9.0,5.0,0.0,3.0,475000.0,0.0
14.0,2.0,185000.0,2.0,2.0,5.0,0.0,11.0,300000.0,0.0
15.0,3.0,65000.0,1.0,0.0,5.0,0.0,6.0,175000.0,0.0
2.0,3.0,9232.0,1.0,0.0,5.0,0.0,3.0,474000.0,0.0
6.0,4.0,20000.0,1.0,0.0,5.0,0.0,5.0,441000.0,0.0
6.0,19.0,47000.0,2.0,0.0,6.0,0.0,8.0,370000.0,0.0
11.0,3.0,57902.0,1.0,0.0,5.0,0.0,3.0,255000.0,0.0
10.0,17.0,25000.0,1.0,0.0,5.0,0.0,5.0,445000.0,0.0
15.0,8.0,73000.0,1.0,0.0,5.0,0.0,8.0,110000.0,0.0
5.0,2.0,86000.0,1.0,0.0,5.0,0.0,8.0,450000.0,0.0
7.0,2.0,51000.0,1.0,0.0,5.0,0.0,5.0,435000.0,0.0
14.0,3.0,176000.0,3.0,0.0,5.0,0.0,9.0,120000.0,0.0
10.0,7.0,100000.0,2.0,2.0,5.0,0.0,8.0,150000.0,0.0
11.0,2.0,97000.0,1.0,0.0,5.0,0.0,8.0,260000.0,0.0
13.0,2.0,78000.0,1.0,0.0,5.0,0.0,8.0,240000.0,0.0
9.0,8.0,38000.0,1.0,0.0,5.0,0.0,8.0,380000.0,0.0
13.0,19.0,160000.0,2.0,5.0,8.0,0.0,11.0,250000.0,0.0
