age,brand,kmdriven,fuelType,bodyType,seatCap,transmission,owners,price
9.0,12.0,50000.0,1.0,14.0,4.0,7.0,8.0,2000000.0
18.0,2.0,240000.0,1.0,2.0,5.0,0.0,14.0,100000.0
9.0,31.0,42800.0,2.0,5.0,5.0,7.0,3.0,1450000.0
4.0,14.0,18453.0,1.0,4.0,5.0,5.0,3.0,990000.0
1.0,35.0,20.0,1.0,2.0,5.0,5.0,1.0,7200000.0
4.0,3.0,38000.0,1.0,0.0,5.0,0.0,3.0,530000.0
7.0,16.0,93000.0,2.0,2.0,5.0,0.0,6.0,700000.0
6.0,19.0,84000.0,2.0,8.0,9.0,0.0,5.0,686000.0
4.0,3.0,45047.0,1.0,7.0,6.0,0.0,3.0,950000.0
8.0,3.0,73403.0,1.0,0.0,5.0,0.0,3.0,312544.0
2.0,8.0,8314.0,1.0,4.0,5.0,5.0,3.0,1295000.0
13.0,8.0,81000.0,1.0,0.0,5.0,0.0,3.0,125000.0
1.0,8.0,30000.0,3.0,2.0,5.0,0.0,5.0,780000.0
11.0,7.0,134000.0,2.0,5.0,7.0,0.0,15.0,530000.0
16.0,8.0,150000.0,1.0,0.0,5.0,0.0,8.0,150000.0
1.0,34.0,4205.0,5.0,2.0,5.0,4.0,1.0,6500000.0
14.0,11.0,150000.0,2.0,2.0,5.0,0.0,8.0,135000.0
5.0,2.0,60000.0,1.0,0.0,5.0,0.0,8.0,400000.0
1.0,3.0,7182.0,1.0,7.0,7.0,0.0,3.0,1085000.0
2.0,7.0,13087.0,9.0,4.0,5.0,7.0,1.0,1400000.0
7.0,3.0,130000.0,2.0,5.0,5.0,0.0,3.0,600000.0
7.0,19.0,68000.0,2.0,5.0,7.0,0.0,3.0,1075000.0
2.0,19.0,16000.0,2.0,5.0,7.0,4.0,3.0,2095000.0
1.0,2.0,60000.0,3.0,0.0,5.0,0.0,11.0,550000.0
6.0,7.0,70000.0,1.0,2.0,5.0,0.0,5.0,370000.0
7.0,3.0,77000.0,1.0,0.0,5.0,0.0,3.0,549000.0
9.0,3.0,122000.0,2.0,1.0,5.0,0.0,3.0,700000.0
5.0,34.0,45000.0,2.0,2.0,5.0,7.0,6.0,3000000.0
8.0,4.0,85000.0,2.0,5.0,8.0,0.0,6.0,350000.0
6.0,13.0,22000.0,1.0,2.0,5.0,0.0,3.0,750000.0
4.0,12.0,53000.0,1.0,4.0,5.0,0.0,3.0,540000.0
5.0,36.0,15000.0,1.0,14.0,2.0,5.0,3.0,7675000.0
9.0,13.0,60000.0,1.0,2.0,5.0,0.0,8.0,310000.0
15.0,19.0,160000.0,2.0,5.0,8.0,0.0,11.0,245000.0
5.0,32.0,25475.0,1.0,0.0,5.0,5.0,3.0,3195000.0
6.0,8.0,60000.0,2.0,0.0,5.0,0.0,8.0,580000.0
3.0,31.0,23236.0,2.0,5.0,5.0,4.0,3.0,4150000.0
12.0,18.0,160000.0,2.0,8.0,7.0,0.0,8.0,810000.0
10.0,3.0,250000.0,1.0,9.0,5.0,0.0,12.0,187740.0
13.0,19.0,177000.0,2.0,5.0,7.0,0.0,9.0,450000.0
10.0,3.0,82900.0,1.0,0.0,5.0,0.0,3.0,275000.0
7.0,7.0,49000.0,2.0,0.0,5.0,0.0,3.0,365000.0
11.0,9.0,50000.0,1.0,0.0,5.0,0.0,5.0,87000.0
8.0,2.0,80000.0,2.0,8.0,7.0,0.0,5.0,750000.0
3.0,2.0,80000.0,1.0,8.0,6.0,0.0,5.0,900000.0
7.0,29.0,58098.0,1.0,5.0,5.0,3.0,3.0,3200000.0
2.0,8.0,7000.0,1.0,4.0,5.0,0.0,3.0,800000.0
2.0,14.0,70000.0,2.0,8.0,6.0,0.0,5.0,1700000.0
14.0,8.0,37000.0,1.0,0.0,5.0,0.0,3.0,100000.0
3.0,12.0,21742.0,1.0,5.0,5.0,7.0,5.0,931000.0
4.0,3.0,49211.0,1.0,0.0,5.0,0.0,6.0,585000.0
5.0,8.0,63136.0,1.0,5.0,5.0,0.0,3.0,845000.0
7.0,4.0,38000.0,1.0,0.0,5.0,0.0,8.0,221000.0
4.0,14.0,26806.0,2.0,4.0,5.0,0.0,3.0,1025000.0
22.0,2.0,60000.0,1.0,0.0,4.0,0.0,5.0,40000.0
8.0,8.0,40000.0,1.0,0.0,5.0,0.0,5.0,500000.0
8.0,2.0,150000.0,2.0,0.0,5.0,0.0,5.0,340000.0
1.0,34.0,36000.0,2.0,2.0,5.0,4.0,3.0,5200000.0
10.0,2.0,86200.0,2.0,2.0,5.0,0.0,5.0,625000.0
16.0,3.0,95000.0,2.0,2.0,5.0,0.0,6.0,250000.0
4.0,8.0,120000.0,1.0,5.0,5.0,0.0,5.0,975000.0
9.0,11.0,56000.0,2.0,5.0,5.0,0.0,3.0,550000.0
2.0,16.0,48835.0,1.0,5.0,5.0,4.0,3.0,1100000.0
8.0,2.0,44521.0,1.0,0.0,5.0,0.0,8.0,325001.0
11.0,3.0,225000.0,2.0,0.0,5.0,0.0,6.0,300000.0
10.0,13.0,150000.0,2.0,2.0,5.0,0.0,11.0,300000.0
4.0,25.0,29883.0,2.0,5.0,5.0,4.0,3.0,2274999.0
2.0,2.0,40000.0,1.0,0.0,5.0,0.0,5.0,790000.0
1.0,20.0,18500.0,2.0,5.0,6.0,4.0,3.0,3800000.0
6.0,7.0,62025.0,1.0,5.0,5.0,2.0,6.0,799000.0
5.0,2.0,70000.0,2.0,5.0,5.0,0.0,5.0,600000.0
18.0,8.0,75000.0,1.0,0.0,5.0,0.0,9.0,80000.0
10.0,3.0,72000.0,2.0,1.0,5.0,0.0,12.0,280000.0
2.0,2.0,20000.0,1.0,5.0,5.0,0.0,5.0,1200000.0
3.0,13.0,20000.0,1.0,2.0,5.0,0.0,11.0,1350000.0
2.0,8.0,10000.0,1.0,5.0,5.0,7.0,5.0,950000.0
0.0,34.0,20000.0,2.0,5.0,5.0,4.0,3.0,27900000.0
4.0,19.0,60000.0,2.0,5.0,7.0,0.0,5.0,1285000.0
7.0,8.0,37000.0,1.0,0.0,5.0,0.0,5.0,525000.0
2.0,19.0,57000.0,1.0,5.0,7.0,0.0,5.0,2000000.0
2.0,12.0,27966.0,1.0,5.0,5.0,7.0,5.0,851000.0
3.0,18.0,37000.0,1.0,7.0,7.0,4.0,6.0,1700000.0
9.0,13.0,80000.0,1.0,2.0,5.0,0.0,8.0,425000.0
6.0,3.0,110000.0,1.0,7.0,7.0,0.0,6.0,880000.0
5.0,19.0,129000.0,2.0,5.0,7.0,0.0,3.0,900000.0
8.0,8.0,30000.0,1.0,0.0,5.0,0.0,5.0,475000.0
8.0,3.0,23000.0,1.0,0.0,5.0,0.0,6.0,450000.0
1.0,3.0,18600.0,1.0,0.0,5.0,0.0,3.0,460000.0
3.0,14.0,9984.0,1.0,4.0,5.0,0.0,3.0,1150000.0
0.0,13.0,61000.0,1.0,2.0,5.0,0.0,5.0,650000.0
1.0,8.0,10000.0,1.0,5.0,5.0,7.0,5.0,950000.0
0.0,7.0,45000.0,2.0,5.0,5.0,7.0,5.0,1800000.0
1.0,19.0,20000.0,1.0,3.0,5.0,0.0,3.0,1150000.0
7.0,3.0,38529.0,1.0,0.0,5.0,0.0,3.0,365999.0
6.0,3.0,76136.0,1.0,2.0,5.0,0.0,3.0,725000.0
9.0,8.0,100000.0,1.0,0.0,5.0,0.0,5.0,320000.0
3.0,14.0,44000.0,2.0,5.0,5.0,7.0,5.0,1800000.0
3.0,19.0,100000.0,2.0,5.0,7.0,0.0,5.0,1390000.0
15.0,7.0,153000.0,2.0,0.0,5.0,0.0,6.0,130000.0
8.0,8.0,160000.0,2.0,5.0,5.0,0.0,5.0,750000.0
12.0,18.0,180000.0,2.0,5.0,7.0,0.0,9.0,775000.0
1.0,17.0,23000.0,1.0,2.0,5.0,4.0,3.0,1390000.0
6.0,19.0,70000.0,2.0,8.0,7.0,0.0,5.0,750000.0
1.0,7.0,20000.0,1.0,5.0,5.0,0.0,5.0,1690000.0
7.0,8.0,77215.0,1.0,5.0,5.0,7.0,3.0,1065000.0
9.0,19.0,160000.0,2.0,5.0,7.0,0.0,13.0,500000.0
7.0,2.0,70000.0,2.0,2.0,5.0,0.0,5.0,680000.0
9.0,11.0,90000.0,2.0,5.0,5.0,0.0,5.0,500000.0
18.0,2.0,92000.0,1.0,0.0,5.0,0.0,11.0,100000.0
1.0,8.0,20000.0,1.0,5.0,5.0,0.0,5.0,1520000.0
5.0,14.0,37000.0,2.0,7.0,7.0,4.0,3.0,2750000.0
13.0,3.0,130000.0,2.0,2.0,5.0,0.0,3.0,400000.0
2.0,19.0,12000.0,1.0,5.0,7.0,0.0,3.0,1875000.0
2.0,25.0,7000.0,1.0,5.0,5.0,7.0,5.0,2475000.0
4.0,19.0,90000.0,2.0,5.0,7.0,0.0,5.0,1350000.0
8.0,2.0,71000.0,2.0,8.0,7.0,0.0,11.0,700000.0
3.0,8.0,50000.0,1.0,0.0,5.0,0.0,3.0,600000.0
0.0,2.0,2000.0,1.0,2.0,5.0,0.0,5.0,850000.0
12.0,4.0,115000.0,2.0,5.0,5.0,0.0,6.0,300000.0
15.0,2.0,100000.0,1.0,0.0,5.0,0.0,5.0,140000.0
2.0,3.0,45277.0,1.0,1.0,5.0,0.0,3.0,710000.0
12.0,8.0,60000.0,1.0,0.0,5.0,0.0,9.0,250000.0
3.0,2.0,20000.0,1.0,2.0,5.0,0.0,5.0,1200000.0
0.0,2.0,70000.0,1.0,0.0,5.0,0.0,14.0,300000.0
2.0,7.0,30000.0,2.0,5.0,5.0,0.0,5.0,1650000.0
6.0,14.0,67000.0,1.0,4.0,5.0,0.0,3.0,1150000.0
0.0,2.0,1000.0,1.0,5.0,5.0,7.0,5.0,1000000.0
4.0,31.0,48000.0,2.0,5.0,5.0,7.0,6.0,3350000.0
9.0,8.0,120000.0,2.0,2.0,5.0,0.0,3.0,450000.0
8.0,3.0,63000.0,1.0,1.0,5.0,0.0,3.0,580000.0
1.0,7.0,17624.0,1.0,4.0,5.0,0.0,3.0,1350000.0
4.0,7.0,30000.0,1.0,5.0,5.0,7.0,5.0,799999.0
10.0,18.0,169000.0,2.0,2.0,5.0,0.0,5.0,570000.0
6.0,8.0,82000.0,2.0,5.0,5.0,0.0,3.0,850000.0
1.0,13.0,13500.0,7.0,2.0,5.0,6.0,3.0,1980000.0
8.0,8.0,109105.0,2.0,5.0,5.0,0.0,6.0,750000.0
12.0,8.0,40000.0,1.0,0.0,5.0,0.0,5.0,200000.0
4.0,1.0,11000.0,1.0,0.0,5.0,0.0,3.0,315000.0
4.0,7.0,31226.0,2.0,4.0,5.0,0.0,3.0,711000.0
12.0,13.0,85000.0,1.0,0.0,5.0,0.0,6.0,250000.0
0.0,18.0,10000.0,2.0,7.0,7.0,0.0,3.0,1500000.0
4.0,3.0,44446.0,1.0,7.0,7.0,0.0,3.0,895000.0
8.0,13.0,37000.0,1.0,0.0,5.0,7.0,3.0,399000.0
2.0,2.0,45000.0,3.0,2.0,5.0,0.0,8.0,625000.0
4.0,4.0,75000.0,1.0,7.0,7.0,0.0,6.0,500000.0
1.0,27.0,18396.0,2.0,5.0,5.0,4.0,1.0,7600000.0
5.0,8.0,71000.0,1.0,5.0,5.0,0.0,3.0,752436.0
5.0,3.0,71484.0,3.0,0.0,4.0,0.0,3.0,475000.0
7.0,18.0,26000.0,2.0,5.0,7.0,0.0,3.0,3600000.0
8.0,13.0,50000.0,1.0,2.0,5.0,7.0,5.0,680000.0
6.0,7.0,60160.0,2.0,5.0,5.0,0.0,3.0,625000.0
4.0,2.0,211000.0,1.0,0.0,5.0,0.0,5.0,405000.0
0.0,3.0,3000.0,1.0,4.0,5.0,0.0,3.0,880000.0
4.0,7.0,80000.0,9.0,5.0,5.0,7.0,5.0,900000.0
16.0,8.0,103000.0,1.0,0.0,5.0,0.0,11.0,85000.0
11.0,7.0,85000.0,2.0,0.0,5.0,0.0,3.0,250000.0
9.0,17.0,74000.0,1.0,2.0,5.0,7.0,5.0,675000.0
5.0,34.0,65000.0,1.0,5.0,5.0,7.0,3.0,4875000.0
12.0,7.0,121000.0,2.0,1.0,5.0,0.0,9.0,260000.0
14.0,2.0,160000.0,2.0,2.0,5.0,0.0,11.0,110000.0
10.0,13.0,125000.0,2.0,2.0,5.0,0.0,11.0,320000.0
4.0,18.0,27510.0,2.0,7.0,7.0,4.0,3.0,2200000.0
5.0,3.0,75000.0,1.0,0.0,5.0,0.0,3.0,450000.0
3.0,14.0,100000.0,2.0,5.0,5.0,0.0,5.0,1250000.0
8.0,19.0,70000.0,2.0,5.0,7.0,0.0,14.0,450000.0
1.0,31.0,3234.0,9.0,5.0,5.0,7.0,1.0,6700000.0
14.0,8.0,150000.0,1.0,0.0,5.0,0.0,6.0,160000.0
2.0,3.0,65000.0,1.0,0.0,5.0,0.0,3.0,700000.0
12.0,3.0,163000.0,2.0,2.0,5.0,0.0,6.0,230000.0
7.0,2.0,60000.0,1.0,0.0,5.0,0.0,11.0,450000.0
10.0,2.0,95000.0,1.0,0.0,5.0,0.0,5.0,500000.0
4.0,17.0,50000.0,1.0,5.0,5.0,7.0,5.0,1100000.0
14.0,8.0,114000.0,1.0,0.0,5.0,0.0,3.0,225000.0
4.0,8.0,38763.0,1.0,5.0,5.0,0.0,6.0,1150000.0
1.0,19.0,20000.0,2.0,5.0,7.0,0.0,5.0,950000.0
2.0,7.0,50000.0,1.0,5.0,5.0,0.0,5.0,800000.0
0.0,19.0,10000.0,1.0,5.0,5.0,7.0,5.0,1090000.0
11.0,8.0,60000.0,1.0,0.0,5.0,0.0,11.0,160000.0
3.0,14.0,30000.0,1.0,5.0,5.0,0.0,5.0,1150000.0
4.0,4.0,31203.0,1.0,0.0,5.0,0.0,5.0,303935.0
1.0,31.0,5000.0,9.0,2.0,4.0,7.0,6.0,9000000.0
3.0,34.0,37000.0,2.0,2.0,5.0,4.0,3.0,5599000.0
10.0,9.0,150000.0,2.0,2.0,5.0,0.0,5.0,375000.0
8.0,3.0,50000.0,2.0,5.0,5.0,0.0,3.0,650000.0
5.0,31.0,75000.0,2.0,5.0,7.0,4.0,3.0,7200000.0
7.0,2.0,123000.0,2.0,5.0,5.0,0.0,11.0,800000.0
0.0,2.0,11000.0,3.0,2.0,5.0,0.0,8.0,500000.0
14.0,8.0,90000.0,1.0,0.0,5.0,0.0,14.0,220000.0
9.0,8.0,128000.0,2.0,5.0,5.0,0.0,5.0,780000.0
11.0,4.0,80000.0,2.0,5.0,5.0,0.0,8.0,325000.0
2.0,3.0,18000.0,1.0,0.0,5.0,0.0,3.0,720000.0
2.0,2.0,60000.0,1.0,0.0,5.0,7.0,5.0,675000.0
3.0,7.0,40000.0,2.0,5.0,5.0,0.0,5.0,1000000.0
5.0,4.0,58000.0,1.0,0.0,5.0,0.0,3.0,289000.0
11.0,13.0,62000.0,1.0,2.0,5.0,7.0,3.0,525000.0
7.0,3.0,98000.0,2.0,1.0,5.0,2.0,6.0,590000.0
7.0,8.0,79000.0,2.0,0.0,5.0,0.0,5.0,620000.0
7.0,25.0,59000.0,1.0,5.0,5.0,7.0,3.0,1550000.0
0.0,7.0,10000.0,9.0,0.0,5.0,7.0,5.0,1050000.0
12.0,19.0,124000.0,2.0,5.0,7.0,0.0,12.0,450000.0
3.0,19.0,43487.0,2.0,5.0,4.0,4.0,6.0,1544000.0
2.0,13.0,50000.0,1.0,2.0,5.0,0.0,5.0,640000.0
7.0,2.0,70000.0,1.0,2.0,5.0,0.0,8.0,530000.0
8.0,8.0,65000.0,1.0,5.0,5.0,7.0,3.0,695000.0
3.0,2.0,12933.0,1.0,0.0,5.0,0.0,5.0,444000.0
1.0,7.0,15000.0,9.0,0.0,5.0,7.0,3.0,850000.0
12.0,2.0,120000.0,2.0,2.0,5.0,0.0,11.0,337000.0
2.0,31.0,17822.0,9.0,5.0,5.0,7.0,3.0,8200000.0
13.0,7.0,30000.0,1.0,0.0,4.0,0.0,5.0,60000.0
3.0,12.0,60000.0,1.0,5.0,5.0,0.0,5.0,650000.0
7.0,7.0,69000.0,2.0,5.0,5.0,0.0,5.0,600000.0
0.0,18.0,122000.0,1.0,0.0,5.0,0.0,5.0,900000.0
5.0,11.0,80000.0,2.0,5.0,5.0,0.0,5.0,900000.0
8.0,7.0,115849.0,2.0,5.0,7.0,0.0,3.0,895000.0
1.0,19.0,26000.0,1.0,5.0,5.0,0.0,5.0,1580000.0
3.0,4.0,80000.0,1.0,8.0,7.0,0.0,5.0,455000.0
5.0,31.0,66000.0,1.0,2.0,5.0,7.0,3.0,3700000.0
10.0,8.0,125468.0,1.0,0.0,5.0,0.0,6.0,395000.0
6.0,11.0,89000.0,2.0,5.0,7.0,7.0,5.0,1999999.0
3.0,2.0,19000.0,1.0,5.0,5.0,0.0,5.0,1120000.0
12.0,17.0,150000.0,1.0,0.0,5.0,0.0,13.0,200000.0
5.0,3.0,89000.0,1.0,0.0,5.0,0.0,6.0,630000.0
8.0,34.0,210300.0,2.0,5.0,5.0,7.0,3.0,2700000.0
5.0,17.0,75000.0,1.0,0.0,5.0,0.0,3.0,600000.0
9.0,4.0,80000.0,1.0,0.0,5.0,0.0,11.0,235000.0
20.0,13.0,90000.0,1.0,2.0,5.0,0.0,11.0,80000.0
2.0,20.0,20000.0,2.0,5.0,5.0,0.0,5.0,1450000.0
11.0,7.0,90000.0,2.0,2.0,5.0,0.0,5.0,300000.0
6.0,4.0,52000.0,1.0,0.0,5.0,0.0,3.0,350000.0
9.0,4.0,77000.0,1.0,0.0,5.0,0.0,8.0,200000.0
10.0,2.0,143000.0,1.0,0.0,5.0,0.0,5.0,330000.0
12.0,18.0,200000.0,2.0,0.0,5.0,0.0,11.0,190000.0
6.0,7.0,83243.0,2.0,5.0,5.0,0.0,3.0,575000.0
3.0,27.0,35000.0,2.0,5.0,5.0,4.0,3.0,5700000.0
4.0,26.0,29596.0,1.0,5.0,5.0,4.0,3.0,3100000.0
4.0,8.0,113000.0,2.0,5.0,5.0,0.0,5.0,910000.0
12.0,4.0,150000.0,2.0,0.0,5.0,0.0,11.0,250000.0
10.0,2.0,160000.0,2.0,2.0,5.0,0.0,8.0,500000.0
3.0,19.0,50000.0,2.0,5.0,7.0,0.0,5.0,1000000.0
12.0,8.0,56000.0,1.0,0.0,5.0,0.0,6.0,249999.0
9.0,2.0,160000.0,2.0,2.0,5.0,0.0,11.0,570000.0
6.0,31.0,50000.0,2.0,5.0,5.0,7.0,3.0,3700000.0
8.0,8.0,60000.0,1.0,0.0,5.0,0.0,3.0,420000.0
11.0,17.0,124000.0,2.0,2.0,5.0,0.0,8.0,210000.0
3.0,2.0,18355.0,1.0,0.0,5.0,0.0,5.0,619000.0
12.0,3.0,112500.0,1.0,0.0,5.0,0.0,6.0,100000.0
10.0,8.0,29724.0,1.0,2.0,5.0,0.0,3.0,595000.0
12.0,8.0,65000.0,1.0,0.0,5.0,0.0,5.0,185000.0
1.0,35.0,13131.0,1.0,5.0,7.0,4.0,3.0,7400000.0
2.0,3.0,58789.0,3.0,0.0,5.0,0.0,3.0,730000.0
10.0,8.0,150000.0,1.0,0.0,5.0,0.0,6.0,220000.0
10.0,8.0,80000.0,1.0,0.0,5.0,0.0,8.0,350000.0
4.0,8.0,74000.0,2.0,5.0,5.0,0.0,8.0,1150000.0
0.0,18.0,4700.0,1.0,3.0,5.0,2.0,3.0,999000.0
4.0,8.0,63000.0,1.0,5.0,5.0,3.0,3.0,1450000.0
7.0,3.0,110000.0,1.0,0.0,5.0,0.0,3.0,500000.0
11.0,8.0,42000.0,1.0,0.0,5.0,0.0,3.0,420000.0
11.0,17.0,120000.0,1.0,2.0,5.0,0.0,8.0,325000.0
1.0,35.0,2745.0,1.0,5.0,7.0,4.0,1.0,8773000.0
10.0,3.0,57779.0,1.0,0.0,5.0,0.0,3.0,220000.0
11.0,3.0,70000.0,1.0,9.0,8.0,0.0,3.0,220000.0
7.0,3.0,12540.0,1.0,5.0,7.0,0.0,3.0,790000.0
10.0,3.0,180000.0,2.0,0.0,5.0,0.0,6.0,250000.0
6.0,2.0,59000.0,1.0,2.0,5.0,0.0,5.0,500000.0
4.0,14.0,60102.0,1.0,5.0,5.0,0.0,5.0,928000.0
12.0,2.0,70000.0,1.0,0.0,5.0,0.0,11.0,180000.0
2.0,20.0,120000.0,2.0,5.0,7.0,7.0,5.0,4100000.0
5.0,8.0,160000.0,1.0,0.0,5.0,0.0,5.0,500000.0
12.0,4.0,240000.0,2.0,5.0,5.0,0.0,9.0,480000.0
7.0,8.0,112500.0,1.0,0.0,5.0,0.0,9.0,550000.0
10.0,19.0,80000.0,2.0,5.0,7.0,0.0,8.0,500000.0
6.0,2.0,60000.0,2.0,2.0,5.0,0.0,5.0,800000.0
7.0,3.0,82170.0,1.0,1.0,5.0,0.0,6.0,584000.0
3.0,4.0,50000.0,1.0,5.0,5.0,0.0,5.0,650000.0
3.0,3.0,110000.0,1.0,7.0,7.0,0.0,3.0,800000.0
2.0,7.0,44570.0,2.0,5.0,5.0,4.0,3.0,2280000.0
8.0,11.0,120000.0,2.0,5.0,7.0,7.0,3.0,1600000.0
11.0,17.0,74498.0,2.0,0.0,5.0,0.0,3.0,435000.0
6.0,8.0,46000.0,1.0,0.0,5.0,0.0,5.0,350000.0
3.0,13.0,27624.0,1.0,2.0,5.0,0.0,5.0,686000.0
14.0,2.0,90000.0,1.0,0.0,5.0,0.0,11.0,210000.0
8.0,2.0,125000.0,2.0,5.0,5.0,0.0,5.0,450000.0
10.0,8.0,89000.0,2.0,0.0,5.0,0.0,11.0,320000.0
1.0,16.0,7279.0,1.0,5.0,5.0,0.0,5.0,1000100.0
3.0,3.0,56788.0,1.0,5.0,5.0,0.0,3.0,1364413.0
14.0,2.0,100000.0,2.0,2.0,5.0,0.0,13.0,150000.0
8.0,3.0,176800.0,2.0,5.0,5.0,0.0,9.0,420000.0
11.0,2.0,80000.0,2.0,2.0,5.0,0.0,5.0,550000.0
8.0,12.0,55706.0,2.0,5.0,5.0,0.0,8.0,585000.0
4.0,3.0,19302.0,1.0,0.0,5.0,0.0,3.0,695000.0
16.0,3.0,59000.0,1.0,0.0,5.0,0.0,6.0,151000.0
4.0,2.0,90000.0,1.0,0.0,5.0,7.0,5.0,370000.0
16.0,8.0,150000.0,1.0,0.0,5.0,0.0,6.0,125000.0
8.0,2.0,73789.0,2.0,5.0,5.0,0.0,5.0,560000.0
3.0,7.0,38000.0,1.0,4.0,5.0,0.0,3.0,749000.0
19.0,3.0,70000.0,1.0,0.0,5.0,0.0,12.0,70000.0
2.0,2.0,48000.0,1.0,0.0,5.0,0.0,5.0,750000.0
4.0,14.0,59071.0,1.0,5.0,5.0,0.0,5.0,965000.0
1.0,19.0,10000.0,1.0,5.0,7.0,0.0,3.0,1925000.0
0.0,18.0,5000.0,7.0,5.0,5.0,6.0,3.0,2050000.0
4.0,3.0,17000.0,1.0,0.0,5.0,2.0,3.0,580000.0
10.0,8.0,98466.0,2.0,0.0,5.0,0.0,3.0,458706.0
6.0,16.0,35000.0,1.0,2.0,5.0,7.0,3.0,2400000.0
7.0,2.0,90000.0,2.0,2.0,5.0,0.0,5.0,450000.0
6.0,8.0,40249.0,1.0,2.0,5.0,7.0,5.0,925000.0
4.0,34.0,38000.0,2.0,2.0,5.0,4.0,3.0,4900000.0
4.0,4.0,62000.0,1.0,7.0,7.0,0.0,9.0,360000.0
6.0,19.0,45000.0,2.0,5.0,7.0,0.0,3.0,850000.0
8.0,4.0,80000.0,1.0,0.0,5.0,0.0,5.0,200000.0
10.0,11.0,51000.0,1.0,5.0,5.0,0.0,11.0,400000.0
9.0,1.0,53000.0,1.0,0.0,5.0,0.0,6.0,200000.0
6.0,25.0,48970.0,2.0,5.0,5.0,0.0,3.0,1375000.0
6.0,8.0,66000.0,1.0,5.0,5.0,0.0,3.0,650000.0
13.0,8.0,160000.0,1.0,0.0,5.0,0.0,13.0,140000.0
5.0,18.0,140000.0,2.0,5.0,8.0,0.0,3.0,1700000.0
9.0,4.0,57084.0,1.0,0.0,5.0,0.0,8.0,228832.0
2.0,7.0,50000.0,2.0,5.0,5.0,0.0,5.0,999999.0
1.0,13.0,35413.0,1.0,2.0,5.0,7.0,5.0,850000.0
11.0,8.0,75000.0,2.0,0.0,5.0,0.0,3.0,335000.0
4.0,19.0,80000.0,2.0,5.0,7.0,0.0,8.0,850000.0
10.0,2.0,60000.0,1.0,2.0,5.0,0.0,5.0,450000.0
13.0,2.0,110000.0,2.0,2.0,5.0,0.0,11.0,300000.0
8.0,4.0,70000.0,1.0,0.0,5.0,0.0,8.0,240000.0
3.0,2.0,20000.0,1.0,0.0,5.0,0.0,5.0,510000.0
12.0,4.0,99000.0,2.0,5.0,5.0,0.0,9.0,350000.0
7.0,8.0,85000.0,2.0,5.0,5.0,0.0,3.0,724520.0
1.0,19.0,40000.0,2.0,4.0,5.0,2.0,3.0,1000000.0
3.0,3.0,60000.0,1.0,4.0,5.0,0.0,6.0,820000.0
3.0,34.0,18937.0,1.0,5.0,5.0,7.0,5.0,4195000.0
5.0,25.0,77000.0,2.0,5.0,5.0,0.0,3.0,1700000.0
15.0,2.0,120000.0,1.0,0.0,5.0,0.0,5.0,100000.0
4.0,4.0,20000.0,1.0,8.0,7.0,0.0,5.0,550000.0
3.0,2.0,40000.0,1.0,8.0,7.0,0.0,5.0,1050000.0
5.0,3.0,50000.0,3.0,0.0,4.0,0.0,3.0,350000.0
9.0,31.0,60000.0,2.0,2.0,5.0,7.0,3.0,2400000.0
5.0,8.0,76106.0,1.0,5.0,5.0,0.0,3.0,1195000.0
2.0,2.0,36000.0,3.0,0.0,5.0,0.0,5.0,750000.0
5.0,18.0,130000.0,1.0,0.0,5.0,0.0,5.0,750000.0
13.0,8.0,112000.0,1.0,0.0,5.0,0.0,5.0,200000.0
13.0,9.0,80000.0,1.0,0.0,5.0,0.0,11.0,100000.0
8.0,11.0,84000.0,2.0,5.0,5.0,0.0,8.0,500000.0
1.0,14.0,15050.0,1.0,4.0,5.0,5.0,3.0,1445000.0
13.0,27.0,127000.0,2.0,5.0,5.0,7.0,6.0,1300000.0
6.0,19.0,41000.0,2.0,5.0,7.0,0.0,3.0,1351000.0
4.0,14.0,75000.0,2.0,5.0,5.0,0.0,8.0,1200000.0
4.0,13.0,22000.0,1.0,2.0,5.0,7.0,5.0,1160000.0
4.0,8.0,38704.0,1.0,2.0,5.0,3.0,3.0,980000.0
8.0,7.0,175000.0,2.0,1.0,5.0,0.0,3.0,425000.0
1.0,8.0,20000.0,1.0,4.0,5.0,0.0,3.0,700000.0
4.0,2.0,160000.0,1.0,8.0,6.0,0.0,5.0,550000.0
6.0,18.0,120000.0,2.0,8.0,7.0,0.0,8.0,1650000.0
0.0,31.0,18000.0,8.0,5.0,5.0,7.0,3.0,23900000.0
3.0,14.0,20272.0,1.0,5.0,5.0,0.0,5.0,934000.0
4.0,14.0,24825.0,1.0,5.0,5.0,0.0,5.0,803000.0
11.0,19.0,120000.0,2.0,5.0,8.0,0.0,5.0,340000.0
6.0,2.0,160000.0,2.0,0.0,5.0,0.0,5.0,550000.0
5.0,8.0,95000.0,2.0,2.0,5.0,0.0,3.0,1000000.0
0.0,2.0,10000.0,3.0,0.0,5.0,0.0,5.0,770000.0
6.0,3.0,100000.0,3.0,0.0,5.0,0.0,3.0,390000.0
7.0,2.0,120000.0,2.0,5.0,5.0,0.0,5.0,611000.0
7.0,19.0,70000.0,2.0,5.0,7.0,0.0,5.0,1050000.0
3.0,14.0,40000.0,2.0,7.0,7.0,0.0,3.0,1200000.0
4.0,25.0,34633.0,2.0,5.0,5.0,0.0,3.0,1995000.0
13.0,7.0,60000.0,1.0,0.0,4.0,0.0,11.0,59000.0
